Gene,Non-unique Gene name,Annotation,No. isolates,No. sequences,Avg sequences per isolate,Genome Fragment,Order within Fragment,Accessory Fragment,Accessory Order with Fragment,QC,Min group size nuc,Max group size nuc,Avg group size nuc,Scap_DM21B06,Sepi_1A04_aa,Sepi_1C01_aa,Sepi_28C03_a,Sepi_28C09_a,Sepi_29G01_a,Sepi_2A01_aa,Sepi_2C10_ad,Sepi_2D07_ad,Sepi_2d12_aa,Sepi_2E07_ad,Sepi_2g06_aa,Sepi_30A07_a,Sepi_30B01_a,Sepi_3A01_ad,Sepi_3A05_ad,Sepi_3A07_ad,Sepi_3a11_aa,Sepi_3C06_ad,Sepi_3c09_aa,Sepi_3c10_aa,Sepi_3D11_aa,Sepi_58D03_C,Sepi_58D04_C,Sepi_58F01_C,Sepi_5A02_aa,Sepi_5B11_aa,Sepi_5c01_aa,Sepi_5C04_ad,Sepi_61B02_C,Sepi_63G02_C,Sepi_6A01_aa,Sepi_6b04_aa,Sepi_6B08_ad,Sepi_6C06_aa,Sepi_6C08_ad,Sepi_6d05_aa,Sepi_6E08_ad,Sepi_7a07_aa,Sepi_7B05_aa,Sepi_8C10_ad,Sepi_9B05_ad,Sepi_9D01_ad,Sepi_9d05_aa,Sepi_9d06_aa,Sepi_9E06_aa,Sepi_DM12F07,Sepi_DM12G05,Sepi_DM12H06,Sepi_DM1B01_,Sepi_DM21A02,Sepi_DM21B07,Sepi_DM21C07,Sepi_DM21F02,Sepi_DM23A01,Sepi_DM23A02,Sepi_DM23A03,Sepi_DM23C12,Sepi_DM23E02,Sepi_DM23E06,Sepi_DM24B02,Sepi_DM24B03,Sepi_DM24B04,Sepi_DM24G04,Sepi_DM24G05,Sepi_DM2D11_,Sepi_DM2G10_,Sepi_DM2H03_,Sepi_DM39F06,Sepi_DM3A08_,Shom_28C10_a,Shom_6C072_a,Shom_DM12H05
group_2083,,hypothetical protein,1,1,1.0,1,3261,,,,219,219,219.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sepi_6C08_ad_01206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
group_2082,,hypothetical protein,1,1,1.0,1,3260,,,,774,774,774.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sepi_6C08_ad_01205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
group_2081,,hypothetical protein,1,1,1.0,1,3259,,,,234,234,234.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sepi_6C08_ad_01204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
group_2080,,hypothetical protein,1,1,1.0,1,3257,,,,771,771,771.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sepi_6C08_ad_01200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
group_2079,,hypothetical protein,1,1,1.0,1,3256,,,,252,252,252.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sepi_6C08_ad_01198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
group_2078,,hypothetical protein,1,1,1.0,1,3255,,,,642,642,642.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sepi_6C08_ad_01197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
group_2077,,hypothetical protein,1,1,1.0,1,3254,,,,375,375,375.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sepi_6C08_ad_01195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
group_2076,,hypothetical protein,1,1,1.0,1,3253,,,,678,678,678.0,,,,,,,,,,,,,,,,,,,,,,,,Sepi_58D04_C_02487,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
group_2075,,hypothetical protein,1,1,1.0,1,3252,,,,546,546,546.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sepi_6C08_ad_01193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
group_2074,,hypothetical protein,1,1,1.0,1,3251,,,,747,747,747.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sepi_6C08_ad_01192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
group_2073,,hypothetical protein,1,1,1.0,1,3250,,,,354,354,354.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sepi_6C08_ad_01191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
group_2072,,hypothetical protein,1,1,1.0,1,3249,,,,1248,1248,1248.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sepi_6C08_ad_01190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
group_2071,,hypothetical protein,1,1,1.0,1,3248,,,,222,222,222.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sepi_6C08_ad_01189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
group_2070,,hypothetical protein,1,1,1.0,1,3247,,,,246,246,246.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sepi_6C08_ad_01188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
group_2069,,hypothetical protein,1,1,1.0,1,3245,,,,192,192,192.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sepi_6C08_ad_01186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
group_2068,,hypothetical protein,1,1,1.0,1,3244,,,,414,414,414.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sepi_6C08_ad_01185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
group_2067,,hypothetical protein,1,1,1.0,1,3243,,,,456,456,456.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sepi_6C08_ad_01184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
group_2066,,hypothetical protein,1,1,1.0,1,3242,,,,198,198,198.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sepi_6C08_ad_01182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
group_2065,,hypothetical protein,1,1,1.0,1,3241,,,,225,225,225.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sepi_6C08_ad_01180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
group_2064,,hypothetical protein,1,1,1.0,1,3240,,,,270,270,270.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sepi_6C08_ad_01179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
group_2063,,hypothetical protein,1,1,1.0,1,3239,,,,156,156,156.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sepi_6C08_ad_01178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dut_1,dut_1,Deoxyuridine 5'-triphosphate nucleotidohydrolase,1,1,1.0,1,3238,,,,426,426,426.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sepi_6C08_ad_01177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
group_2062,,hypothetical protein,1,1,1.0,1,3237,,,,384,384,384.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sepi_6C08_ad_01176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
group_2061,,hypothetical protein,1,1,1.0,1,3236,,,,420,420,420.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sepi_6C08_ad_01175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
group_2060,,hypothetical protein,1,1,1.0,1,3235,,,,681,681,681.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sepi_6C08_ad_01183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
group_2059,,hypothetical protein,1,1,1.0,1,3234,,,,447,447,447.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sepi_6C08_ad_01173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
group_2058,,hypothetical protein,1,1,1.0,1,3233,,,,1284,1284,1284.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sepi_6C08_ad_01172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
group_2057,,hypothetical protein,1,1,1.0,1,3232,,,,1533,1533,1533.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sepi_6C08_ad_01171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
group_2056,,hypothetical protein,1,1,1.0,1,3231,,,,939,939,939.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sepi_6C08_ad_01170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
group_2055,,hypothetical protein,1,1,1.0,1,3230,,,,546,546,546.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sepi_6C08_ad_01169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
group_2054,,hypothetical protein,1,1,1.0,1,3229,,,,147,147,147.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sepi_6C08_ad_01168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
group_2053,,hypothetical protein,1,1,1.0,1,3228,,,,606,606,606.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sepi_6C08_ad_01167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
group_2052,,hypothetical protein,1,1,1.0,1,3227,,,,927,927,927.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sepi_6C08_ad_01166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
group_2051,,hypothetical protein,1,1,1.0,1,3226,,,,270,270,270.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sepi_6C08_ad_01165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
group_2050,,hypothetical protein,1,1,1.0,1,3225,,,,330,330,330.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sepi_6C08_ad_01164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
group_2049,,hypothetical protein,1,1,1.0,1,3224,,,,303,303,303.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sepi_6C08_ad_01163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
group_2048,,hypothetical protein,1,1,1.0,1,3223,,,,363,363,363.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sepi_6C08_ad_01162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
group_2046,,hypothetical protein,1,1,1.0,1,3221,,,,558,558,558.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sepi_6C08_ad_01160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
group_2045,,hypothetical protein,1,1,1.0,1,3220,,,,360,360,360.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sepi_6C08_ad_01159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
group_2044,,hypothetical protein,1,1,1.0,1,3219,,,,345,345,345.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sepi_6C08_ad_01158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
group_2043,,hypothetical protein,1,1,1.0,1,3218,,,,3798,3798,3798.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sepi_6C08_ad_01157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
group_2042,,hypothetical protein,1,1,1.0,1,3217,,,,957,957,957.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sepi_6C08_ad_01156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
group_2041,,hypothetical protein,1,1,1.0,1,3216,,,,1461,1461,1461.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sepi_6C08_ad_01155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
group_2040,,hypothetical protein,1,1,1.0,1,3215,,,,1887,1887,1887.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sepi_6C08_ad_01154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
group_2039,,hypothetical protein,1,1,1.0,1,3214,,,,1188,1188,1188.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sepi_6C08_ad_01153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
group_2038,,hypothetical protein,1,1,1.0,1,3213,,,,423,423,423.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sepi_6C08_ad_01152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
group_2036,,hypothetical protein,1,1,1.0,1,3211,,,,1881,1881,1881.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sepi_6C08_ad_01150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
group_2035,,hypothetical protein,1,1,1.0,1,3210,,,,1647,1647,1647.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sepi_6C08_ad_01149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
group_2034,,hypothetical protein,1,1,1.0,1,3209,,,,147,147,147.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sepi_6C08_ad_01147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
group_2033,,hypothetical protein,1,1,1.0,1,3208,,,,456,456,456.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sepi_6C08_ad_01146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lytO_1,lytO_1,putative autolysin LytO,1,1,1.0,1,3207,,,,1467,1467,1467.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sepi_6C08_ad_01145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
group_2032,,hypothetical protein,1,1,1.0,1,3206,,,,129,129,129.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sepi_6C08_ad_01144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
group_2031,,hypothetical protein,1,1,1.0,1,3205,,,,186,186,186.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sepi_6C08_ad_01143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
group_2030,,hypothetical protein,1,1,1.0,1,3204,,,,624,624,624.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sepi_6C08_ad_01141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
group_2029,,hypothetical protein,1,1,1.0,1,3203,,,,525,525,525.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sepi_6C08_ad_01140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
group_2026,,hypothetical protein,1,1,1.0,1,3200,,,,252,252,252.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sepi_6C08_ad_01129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
group_2025,,hypothetical protein,1,1,1.0,1,3199,,,,642,642,642.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sepi_6C08_ad_01128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ssb,ssb,Single-stranded DNA-binding protein,1,1,1.0,1,3198,,,,420,420,420.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sepi_6C08_ad_01127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
group_2024,,hypothetical protein,1,1,1.0,1,3197,,,,375,375,375.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sepi_6C08_ad_01126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
group_2023,,hypothetical protein,1,1,1.0,1,3196,,,,546,546,546.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sepi_6C08_ad_01124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
group_2020,,hypothetical protein,1,1,1.0,1,3192,,,,687,687,687.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sepi_9D01_ad_01471,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
group_2014,,hypothetical protein,1,1,1.0,1,3186,,,,1647,1647,1647.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sepi_6C08_ad_01080,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
group_2013,,hypothetical protein,1,1,1.0,1,3184,,,,129,129,129.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sepi_6C08_ad_01075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
group_2012,,hypothetical protein,1,1,1.0,1,3183,,,,186,186,186.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sepi_6C08_ad_01073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
group_2002,,hypothetical protein,1,1,1.0,1,3169,,,,696,696,696.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sepi_6C08_ad_01019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
group_1992,,hypothetical protein,1,1,1.0,1,3155,,,,702,702,702.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sepi_DM21A02_02068,,,,,,,,,,,,,,,,,,,,,,
group_1990,,hypothetical protein,1,1,1.0,1,3153,,,,702,702,702.0,,,,,,,,,,,,,,,,,,Sepi_3a11_aa_01511,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
group_1984,,hypothetical protein,1,1,1.0,1,3143,,,,708,708,708.0,,,,,,,,,,,,,,,,,,,,,,Sepi_3D11_aa_01327,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
group_1978,,hypothetical protein,1,1,1.0,1,3134,,,,207,207,207.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sepi_5c01_aa_02250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
group_1970,,hypothetical protein,1,1,1.0,1,3121,,,,720,720,720.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sepi_DM23E02_01462,,,,,,,,,,,,,,
group_1969,,hypothetical protein,1,1,1.0,1,3120,,,,720,720,720.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sepi_DM12G05_02104,,,,,,,,,,,,,,,,,,,,,,,,,
group_1966,,hypothetical protein,1,1,1.0,1,3113,,,,726,726,726.0,,,,,,,,,,,,,,,,,,Sepi_3a11_aa_01530,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ybhF,ybhF,putative multidrug ABC transporter ATP-binding protein YbhF,1,1,1.0,1,3104,,,,729,729,729.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sepi_6C08_ad_01021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
group_1956,,hypothetical protein,1,1,1.0,1,3092,,,,735,735,735.0,,,,,,,,,,,,,Sepi_30A07_a_01084,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
group_1953,,hypothetical protein,1,1,1.0,1,3087,,,,738,738,738.0,,,,,,,,,,,,,,,,,,,Sepi_3C06_ad_00932,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
yjjG,yjjG,Pyrimidine 5'-nucleotidase YjjG,1,1,1.0,1,3081,,,,741,741,741.0,,,,,,,,,,,,,,,,,,,,,,,,Sepi_58D04_C_02483,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
group_1947,,hypothetical protein,1,1,1.0,1,3072,,,,747,747,747.0,,,,,,,,,,,,,,,,,,,,,,Sepi_3D11_aa_01303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dapE_2,dapE_2,putative succinyl-diaminopimelate desuccinylase,1,1,1.0,1,3059,,,,756,756,756.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sepi_DM23A02_01174,,,,,,,,,,,,,,,,,
group_1939,,hypothetical protein,1,1,1.0,1,3056,,,,756,756,756.0,,,,,,,,,,,,,,,,,,,,,,,,,,Sepi_5A02_aa_00425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
group_1931,,hypothetical protein,1,1,1.0,1,3044,,,,762,762,762.0,,,,,,,,,,,,,,,,,,Sepi_3a11_aa_01525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
group_1927,,hypothetical protein,1,1,1.0,1,3034,,,,765,765,765.0,,,,,,,,,,,,,Sepi_30A07_a_01376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
group_1926,,hypothetical protein,1,1,1.0,1,3033,,,,765,765,765.0,,,,,,,,,,Sepi_2d12_aa_02163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
group_1924,,hypothetical protein,1,1,1.0,1,3031,,,,768,768,768.0,,,,,,,,,,,,,,,,,,,,,,Sepi_3D11_aa_01507,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
group_1922,,hypothetical protein,1,1,1.0,1,3027,,,,771,771,771.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sepi_DM1B01__02235,,,,,,,,,,,,,,,,,,,,,,,
group_1916,,hypothetical protein,1,1,1.0,1,3019,,,,771,771,771.0,,,,,,,,,Sepi_2D07_ad_01309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
group_1913,,hypothetical protein,1,1,1.0,1,3015,,,,774,774,774.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sepi_DM2H03__01815,,,,,
group_1903,,hypothetical protein,1,1,1.0,1,2996,,,,777,777,777.0,,,,,,,,,,Sepi_2d12_aa_00417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
group_1901,,ISL3 family transposase ISSha1,1,1,1.0,1,2990,,,,783,783,783.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sepi_DM12G05_01962,,,,,,,,,,,,,,,,,,,,,,,,,
group_1899,,hypothetical protein,1,1,1.0,1,2987,,,,783,783,783.0,,,,,,,,,,,,,,,,,,,,,,Sepi_3D11_aa_01325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
csn,csn,Chitosanase,1,1,1.0,1,2956,,,,798,798,798.0,,Sepi_1A04_aa_02354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
group_1876,,hypothetical protein,1,1,1.0,1,2948,,,,90,90,90.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sepi_DM23E02_02373,,,,,,,,,,,,,,
group_1875,,hypothetical protein,1,1,1.0,1,2945,,,,804,804,804.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sepi_DM23E02_02480,,,,,,,,,,,,,,
group_1872,,hypothetical protein,1,1,1.0,1,2942,,,,804,804,804.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sepi_6d05_aa_02303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
group_1868,,hypothetical protein,1,1,1.0,1,2938,,,,90,90,90.0,,,,,,,,,Sepi_2D07_ad_01305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dpnA,dpnA,Modification methylase DpnIIB,1,1,1.0,1,2927,,,,807,807,807.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sepi_6A01_aa_01383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
group_1849,,hypothetical protein,1,1,1.0,1,2914,,,,810,810,810.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sepi_DM23A02_02043,,,,,,,,,,,,,,,,,
group_1847,,hypothetical protein,1,1,1.0,1,2912,,,,96,96,96.0,,,,,,,,,,,,,Sepi_30A07_a_01379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
group_1844,,hypothetical protein,1,1,1.0,1,2903,,,,99,99,99.0,,,,,,,,,,,,,,,,,,Sepi_3a11_aa_00867,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
group_1836,,hypothetical protein,1,1,1.0,1,2895,,,,219,219,219.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sepi_DM23E02_00633,,,,,,,,,,,,,,
group_1835,,hypothetical protein,1,1,1.0,1,2894,,,,102,102,102.0,,,,,,,,,,,,,,,,,,,,,,Sepi_3D11_aa_01246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
group_1833,,hypothetical protein,1,1,1.0,1,2890,,,,816,816,816.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sepi_DM23A02_01173,,,,,,,,,,,,,,,,,
group_1832,,hypothetical protein,1,1,1.0,1,2889,,,,816,816,816.0,,,,,,,,,,,,,,,,,,,Sepi_3C06_ad_00946,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
group_1829,,hypothetical protein,1,1,1.0,1,2886,,,,219,219,219.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sepi_DM23A02_00289,,,,,,,,,,,,,,,,,
